municipio,año,periodo,casos,ciclo_vital_adolescencia,ciclo_vital_adulto,ciclo_vital_adulto_mayor,ciclo_vital_infante_mayor,ciclo_vital_infante_menor,regimen_salud_contributivo,regimen_salud_otro,regimen_salud_subsidiado,evento_clasico,evento_grave,sexo_femenino,sexo_masculino
REPELÓN,2017,12,2,2,0,0,0,0,0,1,1,2,0,0,2
REPELÓN,2017,13,2,2,0,0,0,0,0,0,2,2,0,1,1
REPELÓN,2018,10,1,0,1,0,0,0,0,0,1,1,0,0,1
REPELÓN,2019,7,1,1,0,0,0,0,1,0,0,1,0,1,0
REPELÓN,2019,10,1,0,0,0,1,0,0,0,1,1,0,1,0
REPELÓN,2019,12,4,2,0,0,2,0,0,2,2,3,1,1,3
REPELÓN,2019,13,17,9,0,0,8,0,3,2,12,17,0,5,12
REPELÓN,2020,1,20,11,1,0,7,1,5,1,14,20,0,12,8
REPELÓN,2020,2,12,7,0,0,5,0,2,1,9,12,0,4,8
REPELÓN,2020,3,5,4,0,0,1,0,2,0,3,5,0,3,2
REPELÓN,2020,4,1,1,0,0,0,0,1,0,0,1,0,1,0
REPELÓN,2020,5,4,3,0,0,1,0,1,0,3,4,0,2,2
REPELÓN,2020,6,4,2,2,0,0,0,1,0,3,4,0,3,1
REPELÓN,2020,8,1,0,0,0,1,0,0,0,1,1,0,1,0
REPELÓN,2020,9,3,2,0,0,1,0,1,2,0,3,0,2,1
REPELÓN,2020,10,2,1,0,0,1,0,1,0,1,2,0,0,2
REPELÓN,2020,11,2,1,0,0,1,0,1,0,1,2,0,1,1
REPELÓN,2020,12,1,0,0,0,1,0,0,0,1,1,0,1,0
REPELÓN,2020,13,2,0,0,0,2,0,0,0,2,2,0,1,1
REPELÓN,2021,1,2,1,1,0,0,0,0,0,2,2,0,1,1
REPELÓN,2021,11,1,0,0,0,1,0,0,0,1,1,0,0,1
REPELÓN,2021,12,1,0,0,0,1,0,0,0,1,1,0,0,1
REPELÓN,2021,13,2,0,2,0,0,0,0,0,2,1,1,0,2
REPELÓN,2022,7,1,0,0,0,1,0,0,0,1,0,1,1,0
REPELÓN,2022,9,1,1,0,0,0,0,0,0,1,1,0,1,0
REPELÓN,2022,10,1,0,1,0,0,0,0,0,1,0,1,1,0
REPELÓN,2022,12,1,0,1,0,0,0,0,0,1,0,1,0,1
REPELÓN,2023,1,1,0,1,0,0,0,0,0,1,1,0,0,1
REPELÓN,2023,9,3,1,1,0,1,0,2,0,1,3,0,1,2
SABANAGRANDE,2017,1,1,0,1,0,0,0,1,0,0,1,0,0,1
SABANAGRANDE,2017,2,1,0,0,0,0,1,0,0,1,1,0,0,1
SABANAGRANDE,2017,3,1,0,0,0,1,0,0,0,1,1,0,0,1
SABANAGRANDE,2017,6,1,0,1,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2017,12,1,0,0,0,1,0,1,0,0,1,0,0,1
SABANAGRANDE,2018,1,2,0,0,0,2,0,2,0,0,2,0,1,1
SABANAGRANDE,2018,4,1,0,1,0,0,0,1,0,0,1,0,1,0
SABANAGRANDE,2018,6,1,1,0,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2018,8,2,0,1,0,1,0,1,0,1,2,0,1,1
SABANAGRANDE,2018,9,1,1,0,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2018,10,1,0,1,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2018,11,3,0,1,0,2,0,1,0,2,3,0,1,2
SABANAGRANDE,2018,12,1,1,0,0,0,0,0,0,1,1,0,1,0
SABANAGRANDE,2019,3,2,1,1,0,0,0,0,0,2,2,0,1,1
SABANAGRANDE,2019,7,1,0,0,0,1,0,0,1,0,1,0,1,0
SABANAGRANDE,2019,8,2,0,1,0,1,0,1,1,0,2,0,0,2
SABANAGRANDE,2019,9,2,0,2,0,0,0,1,0,1,2,0,1,1
SABANAGRANDE,2019,10,2,1,0,0,1,0,0,0,2,2,0,1,1
SABANAGRANDE,2019,11,1,1,0,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2019,12,1,0,1,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2019,13,3,2,0,0,1,0,1,0,2,3,0,2,1
SABANAGRANDE,2020,1,4,2,0,0,2,0,1,1,2,4,0,2,2
SABANAGRANDE,2020,2,2,0,0,0,2,0,1,0,1,2,0,1,1
SABANAGRANDE,2020,11,1,0,1,0,0,0,1,0,0,1,0,0,1
SABANAGRANDE,2020,12,4,1,2,0,1,0,1,0,3,4,0,1,3
SABANAGRANDE,2020,13,10,4,1,0,5,0,2,2,6,10,0,8,2
SABANAGRANDE,2020,14,6,4,2,0,0,0,2,0,4,6,0,1,5
SABANAGRANDE,2021,1,9,5,2,0,2,0,1,0,8,9,0,5,4
SABANAGRANDE,2021,2,2,0,1,0,1,0,0,0,2,2,0,1,1
SABANAGRANDE,2021,6,1,0,1,0,0,0,1,0,0,1,0,0,1
SABANAGRANDE,2021,10,2,1,0,0,1,0,2,0,0,2,0,1,1
SABANAGRANDE,2021,12,1,1,0,0,0,0,1,0,0,1,0,0,1
SABANAGRANDE,2021,13,4,1,2,0,1,0,2,0,2,3,1,3,1
SABANAGRANDE,2022,1,1,0,0,0,1,0,1,0,0,1,0,1,0
SABANAGRANDE,2022,2,1,1,0,0,0,0,0,0,1,1,0,0,1
SABANAGRANDE,2022,8,2,1,0,0,1,0,0,0,2,2,0,1,1
SABANAGRANDE,2022,9,3,1,0,0,2,0,0,1,2,3,0,0,3
SABANAGRANDE,2022,10,1,1,0,0,0,0,0,0,1,1,0,1,0
SABANAGRANDE,2022,11,4,0,2,0,2,0,1,0,3,4,0,2,2
SABANAGRANDE,2022,12,3,1,2,0,0,0,1,0,2,3,0,1,2
SABANAGRANDE,2023,1,1,1,0,0,0,0,1,0,0,1,0,0,1
SABANAGRANDE,2023,3,2,0,1,0,1,0,2,0,0,2,0,0,2
SABANAGRANDE,2023,4,1,0,0,0,1,0,0,0,1,1,0,0,1
SABANAGRANDE,2023,7,1,0,0,0,1,0,0,0,1,1,0,0,1
SABANAGRANDE,2023,10,1,0,1,0,0,0,1,0,0,1,0,1,0
SABANAGRANDE,2023,13,1,0,0,0,1,0,1,0,0,1,0,0,1
SABANALARGA,2017,2,2,1,1,0,0,0,1,0,1,2,0,1,1
SABANALARGA,2017,4,1,0,1,0,0,0,0,0,1,1,0,1,0
SABANALARGA,2017,5,2,0,1,0,1,0,0,0,2,2,0,1,1
SABANALARGA,2017,6,1,0,0,0,1,0,1,0,0,1,0,0,1
SABANALARGA,2017,7,2,0,2,0,0,0,0,0,2,2,0,1,1
SABANALARGA,2017,11,1,0,1,0,0,0,1,0,0,1,0,0,1
SABANALARGA,2017,12,1,0,1,0,0,0,1,0,0,1,0,1,0
SABANALARGA,2018,1,1,0,0,0,1,0,1,0,0,1,0,1,0
SABANALARGA,2018,2,1,0,1,0,0,0,1,0,0,1,0,0,1
SABANALARGA,2018,3,2,0,1,0,1,0,1,0,1,2,0,1,1
SABANALARGA,2018,5,1,0,1,0,0,0,0,0,1,1,0,0,1
SABANALARGA,2018,6,3,0,1,0,2,0,1,0,2,3,0,1,2
SABANALARGA,2018,7,2,0,1,0,1,0,1,0,1,2,0,2,0
SABANALARGA,2018,8,8,4,0,0,4,0,2,1,5,8,0,4,4
SABANALARGA,2018,9,7,4,1,0,2,0,3,0,4,7,0,5,2
SABANALARGA,2018,10,10,2,4,0,4,0,2,1,7,10,0,3,7
SABANALARGA,2018,11,15,6,1,0,8,0,4,1,10,15,0,12,3
SABANALARGA,2018,12,21,9,5,0,7,0,7,1,13,20,1,11,10
SABANALARGA,2018,13,28,14,2,0,11,1,9,2,17,28,0,15,13
SABANALARGA,2019,1,30,9,1,0,20,0,9,1,20,29,1,17,13
SABANALARGA,2019,2,19,8,3,0,8,0,3,1,15,19,0,12,7
SABANALARGA,2019,3,7,3,1,0,3,0,1,1,5,7,0,1,6
SABANALARGA,2019,4,10,7,0,0,3,0,0,0,10,10,0,8,2
SABANALARGA,2019,5,18,8,1,0,8,1,2,0,16,18,0,14,4
SABANALARGA,2019,6,15,5,2,0,8,0,3,0,12,15,0,7,8
SABANALARGA,2019,7,35,18,1,0,16,0,11,2,22,35,0,25,10
SABANALARGA,2019,8,27,8,2,0,17,0,7,1,19,27,0,13,14
SABANALARGA,2019,9,28,13,4,0,11,0,11,1,16,28,0,12,16
SABANALARGA,2019,10,17,11,2,0,3,1,6,1,10,17,0,7,10
SABANALARGA,2019,11,35,17,3,0,15,0,12,1,22,35,0,20,15
SABANALARGA,2019,12,37,14,6,0,17,0,10,3,24,35,2,25,12
SABANALARGA,2019,13,43,17,2,0,24,0,12,3,28,43,0,22,21
SABANALARGA,2020,1,31,12,4,0,15,0,15,4,12,31,0,18,13
SABANALARGA,2020,2,16,11,1,0,4,0,8,1,7,15,1,11,5
SABANALARGA,2020,3,6,4,0,0,2,0,2,2,2,6,0,4,2
SABANALARGA,2020,4,2,0,0,0,2,0,0,0,2,2,0,2,0
SABANALARGA,2020,6,2,0,1,0,1,0,0,0,2,2,0,2,0
SABANALARGA,2020,8,4,1,1,0,2,0,2,0,2,4,0,0,4
SABANALARGA,2020,9,7,2,1,0,4,0,1,0,6,6,1,3,4
SABANALARGA,2020,10,7,3,1,0,3,0,2,0,5,7,0,2,5
SABANALARGA,2020,11,16,8,2,0,6,0,1,1,14,13,3,8,8
SABANALARGA,2020,12,9,5,1,0,3,0,1,2,6,9,0,1,8
SABANALARGA,2020,13,19,13,0,0,6,0,5,0,14,19,0,13,6
SABANALARGA,2020,14,3,2,0,0,1,0,0,1,2,3,0,1,2
SABANALARGA,2021,1,9,5,1,0,2,1,4,0,5,8,1,3,6
SABANALARGA,2021,2,3,3,0,0,0,0,0,0,3,2,1,2,1
SABANALARGA,2021,4,1,0,1,0,0,0,1,0,0,1,0,0,1
SABANALARGA,2021,5,2,0,2,0,0,0,1,0,1,2,0,2,0
SABANALARGA,2021,6,1,0,0,0,1,0,1,0,0,1,0,0,1
SABANALARGA,2021,7,4,3,1,0,0,0,2,0,2,4,0,3,1
SABANALARGA,2021,8,12,5,2,0,5,0,6,0,6,12,0,6,6
SABANALARGA,2021,9,14,6,5,0,3,0,2,2,10,14,0,6,8
SABANALARGA,2021,10,15,7,2,0,6,0,4,1,10,14,1,4,11
SABANALARGA,2021,11,48,21,6,0,21,0,10,5,33,48,0,27,21
SABANALARGA,2021,12,39,21,7,0,10,1,15,3,21,37,2,22,17
SABANALARGA,2021,13,26,12,2,0,12,0,3,6,17,25,1,10,16
SABANALARGA,2022,1,22,10,2,1,9,0,7,1,14,19,3,13,9
SABANALARGA,2022,2,8,5,1,0,2,0,4,1,3,8,0,3,5
SABANALARGA,2022,3,5,1,1,0,3,0,2,0,3,5,0,1,4
SABANALARGA,2022,4,7,4,1,0,2,0,4,0,3,7,0,5,2
SABANALARGA,2022,5,6,5,0,0,1,0,2,0,4,6,0,3,3
SABANALARGA,2022,6,20,9,3,0,8,0,9,0,11,17,3,12,8
SABANALARGA,2022,7,40,17,7,1,15,0,11,1,28,39,1,18,22
SABANALARGA,2022,8,46,20,8,0,18,0,18,2,26,45,1,19,27
SABANALARGA,2022,9,41,24,2,0,15,0,7,1,33,40,1,22,19
SABANALARGA,2022,10,24,12,3,0,9,0,7,0,17,22,2,14,10
SABANALARGA,2022,11,42,24,4,1,13,0,11,1,30,40,2,15,27
SABANALARGA,2022,12,25,13,0,1,10,1,7,0,18,24,1,11,14
SABANALARGA,2022,13,25,11,5,0,9,0,9,2,14,25,0,14,11
SABANALARGA,2023,1,14,5,2,0,7,0,9,0,5,14,0,6,8
SABANALARGA,2023,2,8,1,3,1,3,0,5,0,3,7,1,3,5
SABANALARGA,2023,3,3,2,1,0,0,0,2,1,0,3,0,1,2
SABANALARGA,2023,4,5,2,3,0,0,0,2,0,3,5,0,3,2
SABANALARGA,2023,5,2,1,1,0,0,0,1,0,1,2,0,0,2
SABANALARGA,2023,6,2,1,1,0,0,0,1,0,1,2,0,1,1
SABANALARGA,2023,7,1,0,1,0,0,0,0,0,1,1,0,0,1
SABANALARGA,2023,8,5,3,1,0,1,0,1,0,4,4,1,1,4
SABANALARGA,2023,9,4,1,2,0,1,0,1,0,3,4,0,0,4
SABANALARGA,2023,10,3,0,1,0,2,0,0,0,3,3,0,2,1
SABANALARGA,2023,11,4,0,3,1,0,0,0,1,3,4,0,2,2
SABANALARGA,2023,12,2,0,2,0,0,0,0,0,2,2,0,2,0
SABANALARGA,2023,13,3,2,1,0,0,0,1,0,2,3,0,1,2
SANTA LUCÍA,2019,4,1,1,0,0,0,0,0,0,1,1,0,1,0
SANTA LUCÍA,2019,13,2,0,0,0,2,0,0,0,2,2,0,1,1
SANTA LUCÍA,2020,1,1,0,0,0,1,0,0,0,1,1,0,0,1
SANTA LUCÍA,2020,5,3,2,1,0,0,0,0,1,2,3,0,1,2
SANTA LUCÍA,2020,6,3,1,0,0,2,0,0,0,3,3,0,1,2
SANTA LUCÍA,2020,7,1,0,0,0,1,0,0,0,1,1,0,1,0
SANTA LUCÍA,2020,8,4,2,0,0,2,0,0,2,2,4,0,1,3
SANTA LUCÍA,2020,9,4,2,0,0,2,0,0,0,4,4,0,1,3
SANTA LUCÍA,2020,10,1,0,0,0,1,0,1,0,0,1,0,0,1
SANTA LUCÍA,2021,10,2,0,0,0,2,0,0,0,2,2,0,2,0
SANTA LUCÍA,2021,11,3,1,1,0,1,0,0,0,3,3,0,1,2
SANTA LUCÍA,2021,12,1,0,0,0,1,0,0,0,1,1,0,0,1
SANTA LUCÍA,2021,13,2,0,0,0,2,0,0,0,2,2,0,2,0
SANTA LUCÍA,2022,1,3,0,0,0,3,0,0,0,3,3,0,2,1
SANTA LUCÍA,2022,2,5,1,1,0,3,0,0,0,5,5,0,1,4
SANTA LUCÍA,2022,3,1,0,1,0,0,0,0,1,0,1,0,0,1
SANTA LUCÍA,2022,4,1,1,0,0,0,0,0,0,1,1,0,1,0
SANTA LUCÍA,2022,13,1,1,0,0,0,0,0,0,1,1,0,0,1
SANTA LUCÍA,2023,1,1,0,0,1,0,0,0,0,1,1,0,0,1
SANTA LUCÍA,2023,5,1,0,0,0,1,0,0,0,1,1,0,1,0
SANTO TOMÁS,2017,1,1,1,0,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2017,6,3,0,3,0,0,0,2,0,1,3,0,0,3
SANTO TOMÁS,2017,7,1,0,1,0,0,0,1,0,0,1,0,1,0
SANTO TOMÁS,2017,8,3,0,2,0,1,0,1,0,2,3,0,2,1
SANTO TOMÁS,2017,9,2,2,0,0,0,0,1,0,1,2,0,1,1
SANTO TOMÁS,2017,13,1,0,1,0,0,0,1,0,0,1,0,0,1
SANTO TOMÁS,2018,1,2,0,1,0,1,0,1,0,1,2,0,1,1
SANTO TOMÁS,2018,3,1,1,0,0,0,0,0,0,1,1,0,1,0
SANTO TOMÁS,2018,5,1,0,1,0,0,0,1,0,0,1,0,0,1
SANTO TOMÁS,2018,6,1,0,0,0,1,0,1,0,0,1,0,1,0
SANTO TOMÁS,2018,11,1,1,0,0,0,0,1,0,0,1,0,1,0
SANTO TOMÁS,2018,12,1,0,1,0,0,0,1,0,0,1,0,0,1
SANTO TOMÁS,2019,5,1,0,1,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2019,6,1,0,1,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2019,7,2,1,0,0,1,0,1,0,1,2,0,1,1
SANTO TOMÁS,2019,8,2,1,1,0,0,0,1,0,1,2,0,2,0
SANTO TOMÁS,2019,9,1,1,0,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2019,11,2,1,1,0,0,0,0,0,2,2,0,2,0
SANTO TOMÁS,2019,12,1,0,1,0,0,0,1,0,0,1,0,0,1
SANTO TOMÁS,2019,13,1,0,0,0,1,0,0,0,1,1,0,0,1
SANTO TOMÁS,2020,1,1,1,0,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2020,2,2,1,0,0,1,0,0,0,2,2,0,1,1
SANTO TOMÁS,2020,3,1,0,0,0,1,0,0,0,1,1,0,1,0
SANTO TOMÁS,2020,4,1,0,1,0,0,0,1,0,0,1,0,0,1
SANTO TOMÁS,2020,8,1,0,0,0,1,0,1,0,0,1,0,0,1
SANTO TOMÁS,2020,11,2,0,0,0,2,0,1,0,1,2,0,0,2
SANTO TOMÁS,2020,13,1,0,1,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2021,1,2,0,1,0,1,0,1,0,1,2,0,1,1
SANTO TOMÁS,2021,9,1,1,0,0,0,0,0,1,0,1,0,0,1
SANTO TOMÁS,2021,10,1,0,0,0,1,0,0,0,1,1,0,1,0
SANTO TOMÁS,2021,11,1,0,1,0,0,0,1,0,0,1,0,0,1
SANTO TOMÁS,2021,12,4,2,2,0,0,0,0,0,4,4,0,1,3
SANTO TOMÁS,2021,13,2,0,2,0,0,0,1,0,1,2,0,2,0
SANTO TOMÁS,2022,1,1,0,0,0,1,0,1,0,0,1,0,0,1
SANTO TOMÁS,2022,2,1,1,0,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2022,3,1,0,1,0,0,0,1,0,0,1,0,1,0
SANTO TOMÁS,2022,4,2,1,0,0,1,0,1,0,1,2,0,0,2
SANTO TOMÁS,2022,8,1,0,0,1,0,0,0,0,1,1,0,1,0
SANTO TOMÁS,2022,9,2,1,1,0,0,0,0,0,2,2,0,2,0
SANTO TOMÁS,2022,10,1,1,0,0,0,0,1,0,0,1,0,1,0
SANTO TOMÁS,2022,11,4,0,3,0,1,0,1,0,3,4,0,1,3
SANTO TOMÁS,2022,12,1,1,0,0,0,0,0,0,1,1,0,1,0
SANTO TOMÁS,2022,13,2,1,1,0,0,0,1,0,1,2,0,0,2
SANTO TOMÁS,2023,1,3,1,1,0,1,0,0,0,3,3,0,1,2
SANTO TOMÁS,2023,5,4,1,3,0,0,0,2,0,2,4,0,3,1
SANTO TOMÁS,2023,6,1,0,1,0,0,0,1,0,0,1,0,1,0
SANTO TOMÁS,2023,8,1,1,0,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2023,9,1,0,1,0,0,0,0,0,1,1,0,0,1
SANTO TOMÁS,2023,10,2,1,1,0,0,0,0,0,2,2,0,1,1
SANTO TOMÁS,2023,11,2,1,1,0,0,0,1,0,1,2,0,1,1
SANTO TOMÁS,2023,12,4,1,3,0,0,0,1,1,2,4,0,3,1
SANTO TOMÁS,2023,13,1,1,0,0,0,0,0,0,1,1,0,1,0
SOLEDAD,2017,1,6,1,2,0,3,0,1,0,5,6,0,3,3
SOLEDAD,2017,2,3,1,0,0,2,0,1,1,1,3,0,2,1
SOLEDAD,2017,3,6,1,2,0,3,0,4,0,2,6,0,2,4
SOLEDAD,2017,4,3,1,1,0,1,0,1,2,0,3,0,0,3
SOLEDAD,2017,5,6,0,3,0,3,0,4,0,2,6,0,3,3
SOLEDAD,2017,6,7,0,4,0,3,0,4,0,3,5,2,2,5
SOLEDAD,2017,7,6,4,1,0,1,0,3,0,3,6,0,3,3
SOLEDAD,2017,8,15,6,6,0,3,0,8,0,7,15,0,5,10
SOLEDAD,2017,9,30,15,9,0,6,0,14,6,10,28,2,13,17
SOLEDAD,2017,10,36,11,16,0,9,0,17,5,14,35,1,20,16
SOLEDAD,2017,11,52,23,12,0,16,1,27,5,20,52,0,22,30
SOLEDAD,2017,12,51,21,19,0,11,0,28,4,19,49,2,24,27
SOLEDAD,2017,13,103,47,25,0,29,2,58,4,41,103,0,53,50
SOLEDAD,2018,1,132,60,31,0,41,0,75,7,50,132,0,68,64
SOLEDAD,2018,2,88,43,21,0,23,1,48,6,34,87,1,41,47
SOLEDAD,2018,3,25,12,7,0,6,0,12,2,11,23,2,8,17
SOLEDAD,2018,4,15,3,7,0,4,1,9,1,5,14,1,5,10
SOLEDAD,2018,5,19,7,6,0,6,0,10,3,6,19,0,8,11
SOLEDAD,2018,6,11,3,3,0,5,0,8,0,3,10,1,4,7
SOLEDAD,2018,7,24,5,11,0,8,0,12,1,11,24,0,5,19
SOLEDAD,2018,8,42,27,6,0,8,1,25,4,13,41,1,15,27
SOLEDAD,2018,9,47,21,10,0,15,1,24,4,19,47,0,23,24
SOLEDAD,2018,10,53,17,16,1,18,1,26,3,24,50,3,22,31
SOLEDAD,2018,11,51,18,13,0,19,1,29,9,13,51,0,18,33
SOLEDAD,2018,12,84,33,18,0,33,0,47,1,36,84,0,43,41
SOLEDAD,2018,13,84,44,19,0,21,0,48,2,34,83,1,34,50
SOLEDAD,2019,1,82,37,15,0,30,0,50,3,29,81,1,39,43
SOLEDAD,2019,2,48,21,7,1,18,1,23,1,24,47,1,23,25
SOLEDAD,2019,3,11,5,1,0,5,0,7,0,4,11,0,5,6
SOLEDAD,2019,4,9,4,3,0,2,0,7,0,2,9,0,6,3
SOLEDAD,2019,5,8,2,2,0,4,0,4,1,3,8,0,5,3
SOLEDAD,2019,6,14,5,3,0,6,0,8,1,5,14,0,5,9
SOLEDAD,2019,7,27,13,3,0,11,0,18,1,8,27,0,14,13
SOLEDAD,2019,8,32,14,8,0,8,2,23,2,7,31,1,13,19
SOLEDAD,2019,9,19,5,8,0,6,0,12,1,6,19,0,8,11
SOLEDAD,2019,10,26,11,5,0,10,0,13,3,10,26,0,11,15
SOLEDAD,2019,11,55,23,11,0,20,1,30,3,22,55,0,21,34
SOLEDAD,2019,12,123,47,19,0,55,2,67,4,52,123,0,58,65
SOLEDAD,2019,13,156,83,21,0,52,0,75,6,75,154,2,69,87
SOLEDAD,2020,1,203,101,39,0,63,0,135,19,49,199,4,100,103
SOLEDAD,2020,2,107,53,26,0,28,0,66,9,32,107,0,60,47
SOLEDAD,2020,3,37,13,12,0,12,0,22,2,13,35,2,20,17
SOLEDAD,2020,4,6,2,3,0,1,0,4,1,1,6,0,2,4
SOLEDAD,2020,5,4,3,1,0,0,0,2,0,2,4,0,1,3
SOLEDAD,2020,6,6,0,5,0,1,0,3,1,2,6,0,2,4
SOLEDAD,2020,7,3,1,1,0,1,0,2,1,0,3,0,1,2
SOLEDAD,2020,8,4,1,1,0,2,0,1,1,2,4,0,0,4
SOLEDAD,2020,9,9,4,4,0,1,0,6,0,3,9,0,5,4
SOLEDAD,2020,10,10,3,3,0,4,0,5,1,4,10,0,6,4
SOLEDAD,2020,11,10,2,4,1,3,0,6,1,3,10,0,3,7
SOLEDAD,2020,12,20,7,4,0,9,0,11,0,9,19,1,12,8
SOLEDAD,2020,13,33,9,13,0,11,0,21,2,10,33,0,21,12
SOLEDAD,2020,14,10,5,2,0,3,0,4,2,4,10,0,6,4
SOLEDAD,2021,1,25,5,9,0,11,0,14,0,11,24,1,13,12
SOLEDAD,2021,2,26,7,8,0,11,0,14,5,7,26,0,11,15
SOLEDAD,2021,3,13,8,4,0,1,0,7,0,6,13,0,2,11
SOLEDAD,2021,4,8,1,5,0,2,0,7,0,1,8,0,1,7
SOLEDAD,2021,5,5,1,3,0,1,0,4,0,1,5,0,4,1
SOLEDAD,2021,6,14,6,3,0,4,1,7,1,6,14,0,6,8
SOLEDAD,2021,7,20,11,3,0,6,0,8,2,10,20,0,7,13
SOLEDAD,2021,8,34,15,7,0,12,0,15,3,16,32,2,17,17
SOLEDAD,2021,9,81,46,6,0,29,0,32,8,41,80,1,42,39
SOLEDAD,2021,10,186,102,30,0,53,1,85,13,88,179,7,85,101
SOLEDAD,2021,11,292,142,57,1,92,0,123,23,146,287,5,126,166
SOLEDAD,2021,12,500,253,123,0,123,1,273,44,183,492,8,218,282
SOLEDAD,2021,13,347,147,99,0,100,1,188,33,126,338,9,172,175
SOLEDAD,2022,1,184,80,54,0,50,0,105,20,59,177,7,80,104
SOLEDAD,2022,2,118,64,16,0,38,0,69,11,38,117,1,55,63
SOLEDAD,2022,3,54,26,10,0,17,1,30,11,13,54,0,31,23
SOLEDAD,2022,4,23,15,4,0,4,0,10,6,7,20,3,10,13
SOLEDAD,2022,5,17,6,8,0,3,0,8,3,6,17,0,6,11
SOLEDAD,2022,6,30,10,9,0,11,0,14,8,8,25,5,8,22
SOLEDAD,2022,7,61,27,20,0,14,0,41,5,15,59,2,27,34
SOLEDAD,2022,8,106,50,25,0,31,0,54,9,43,104,2,51,55
SOLEDAD,2022,9,136,63,38,0,35,0,70,16,50,134,2,64,72
SOLEDAD,2022,10,184,91,54,0,39,0,92,9,83,177,7,79,105
SOLEDAD,2022,11,287,150,70,0,66,1,122,27,138,275,12,144,143
SOLEDAD,2022,12,418,214,119,0,85,0,182,30,206,401,17,198,220
SOLEDAD,2022,13,507,271,124,0,111,1,239,56,212,491,16,241,266
SOLEDAD,2023,1,402,205,108,0,88,1,182,36,184,394,8,190,212
SOLEDAD,2023,2,210,87,60,0,63,0,102,17,91,206,4,88,122
SOLEDAD,2023,3,72,39,18,0,14,1,30,4,38,70,2,36,36
SOLEDAD,2023,4,32,11,12,0,9,0,12,0,20,32,0,13,19
SOLEDAD,2023,5,49,13,20,0,16,0,24,2,23,46,3,26,23
SOLEDAD,2023,6,32,8,14,0,10,0,13,2,17,31,1,11,21
SOLEDAD,2023,7,49,21,16,1,11,0,20,7,22,49,0,20,29
SOLEDAD,2023,8,102,50,23,0,29,0,37,5,60,102,0,52,50
SOLEDAD,2023,9,71,27,22,0,22,0,31,4,36,70,1,38,33
SOLEDAD,2023,10,64,30,16,1,17,0,24,5,35,63,1,25,39
SOLEDAD,2023,11,45,22,13,0,10,0,24,4,17,45,0,19,26
SOLEDAD,2023,12,68,25,28,1,14,0,31,9,28,68,0,31,37
SOLEDAD,2023,13,54,27,17,0,10,0,22,0,32,54,0,25,29
SUAN,2018,6,1,0,0,0,1,0,1,0,0,1,0,1,0
SUAN,2019,1,1,0,0,0,1,0,0,0,1,1,0,1,0
SUAN,2019,2,1,0,0,0,1,0,0,0,1,1,0,1,0
SUAN,2019,6,1,1,0,0,0,0,0,0,1,1,0,1,0
SUAN,2019,7,2,1,0,0,1,0,0,0,2,2,0,2,0
SUAN,2019,8,1,1,0,0,0,0,0,0,1,1,0,0,1
SUAN,2019,9,5,2,0,0,3,0,1,1,3,5,0,1,4
SUAN,2019,10,1,0,0,0,1,0,1,0,0,1,0,0,1
SUAN,2019,11,1,1,0,0,0,0,0,0,1,1,0,0,1
SUAN,2019,12,4,0,0,0,4,0,1,0,3,4,0,2,2
SUAN,2019,13,3,0,1,0,2,0,0,0,3,3,0,2,1
SUAN,2020,1,9,8,0,0,1,0,7,1,1,9,0,4,5
SUAN,2020,2,3,3,0,0,0,0,2,0,1,3,0,0,3
SUAN,2020,3,1,1,0,0,0,0,1,0,0,1,0,0,1
SUAN,2020,4,2,1,0,0,1,0,1,0,1,2,0,1,1
SUAN,2021,11,1,0,0,0,1,0,0,0,1,1,0,0,1
SUAN,2021,12,1,1,0,0,0,0,0,0,1,1,0,0,1
SUAN,2021,13,2,0,0,0,2,0,1,0,1,2,0,1,1
SUAN,2022,1,4,1,2,0,1,0,1,0,3,4,0,2,2
SUAN,2022,2,12,5,1,0,6,0,0,2,10,12,0,7,5
SUAN,2022,3,7,0,1,0,6,0,1,1,5,7,0,3,4
SUAN,2022,4,2,1,0,0,1,0,0,0,2,2,0,0,2
SUAN,2022,5,5,3,0,0,2,0,0,0,5,5,0,1,4
SUAN,2022,6,14,4,2,0,8,0,2,2,10,10,4,8,6
SUAN,2022,7,7,3,1,0,3,0,0,0,7,7,0,3,4
SUAN,2022,8,10,8,1,0,1,0,2,0,8,10,0,3,7
SUAN,2022,9,3,1,2,0,0,0,1,1,1,3,0,0,3
SUAN,2022,10,1,0,0,0,1,0,0,0,1,1,0,0,1
SUAN,2023,6,2,1,1,0,0,0,0,0,2,2,0,2,0
